tx_id,timestamp,amount,region,wallet_type
C0005301,2025-10-21 02:15:00.882157,2097.01,East,retail
C0005302,2025-10-21 02:22:00.882157,1932.06,East,merchant
C0005303,2025-10-21 02:28:00.882157,2804.79,South,retail
C0005304,2025-10-21 02:35:00.882157,1602.81,Central,govt
C0005305,2025-10-21 02:41:00.882157,1328.38,East,merchant
C0005306,2025-10-21 02:48:00.882157,3109.39,West,govt
C0005307,2025-10-21 02:54:00.882157,1524.34,South,govt
C0005308,2025-10-21 03:01:00.882157,1562.53,West,p2p
C0005309,2025-10-21 03:07:00.882157,1234.84,North,merchant
C0005310,2025-10-21 03:14:00.882157,1783.15,East,retail
C0005311,2025-10-21 03:20:00.882157,2447.04,East,merchant
C0005312,2025-10-21 03:27:00.882157,897.79,West,retail
C0005313,2025-10-21 03:33:00.882157,3045.48,South,merchant
C0005314,2025-10-21 03:40:00.882157,1027.01,West,merchant
C0005315,2025-10-21 03:46:00.882157,1648.94,Central,p2p
C0005316,2025-10-21 03:53:00.882157,899.23,East,retail
C0005317,2025-10-21 03:59:00.882157,2758.09,South,retail
C0005318,2025-10-21 04:06:00.882157,606.49,North,p2p
C0005319,2025-10-21 04:12:00.882157,592.83,South,govt
C0005320,2025-10-21 04:19:00.882157,1738.9,East,retail
C0005321,2025-10-21 04:25:00.882157,3062.67,South,retail
C0005322,2025-10-21 04:32:00.882157,3415.7,West,retail
C0005323,2025-10-21 04:38:00.882157,610.28,East,retail
C0005324,2025-10-21 04:45:00.882157,643.23,South,merchant
C0005325,2025-10-21 04:51:00.882157,1916.97,Central,merchant
C0005326,2025-10-21 04:58:00.882157,2353.47,North,p2p
C0005327,2025-10-21 05:04:00.882157,2885.16,West,retail
C0005328,2025-10-21 05:11:00.882157,151.57,West,retail
C0005329,2025-10-21 05:17:00.882157,1099.83,North,retail
C0005330,2025-10-21 05:24:00.882157,1820.81,North,retail
C0005331,2025-10-21 05:30:00.882157,1591.16,South,merchant
C0005332,2025-10-21 05:37:00.882157,3676.12,North,retail
C0005333,2025-10-21 05:43:00.882157,1304.62,South,retail
C0005334,2025-10-21 05:50:00.882157,1379.78,East,retail
C0005335,2025-10-21 05:56:00.882157,5013.29,South,retail
C0005336,2025-10-21 06:03:00.882157,5590.16,South,retail
C0005337,2025-10-21 06:09:00.882157,1349.5,North,retail
C0005338,2025-10-21 06:16:00.882157,3768.12,West,retail
C0005339,2025-10-21 06:22:00.882157,2924.53,Central,govt
C0005340,2025-10-21 06:29:00.882157,292.03,East,merchant
C0005341,2025-10-21 06:35:00.882157,985.87,North,merchant
C0005342,2025-10-21 06:42:00.882157,3825.09,South,retail
C0005343,2025-10-21 06:48:00.882157,2113.33,Central,merchant
C0005344,2025-10-21 06:55:00.882157,3060.66,East,merchant
C0005345,2025-10-21 07:01:00.882157,1078.17,East,retail
C0005346,2025-10-21 07:08:00.882157,1868.38,North,merchant
C0005347,2025-10-21 07:14:00.882157,4895.18,West,retail
C0005348,2025-10-21 07:21:00.882157,2441.79,South,p2p
C0005349,2025-10-21 07:27:00.882157,764.52,South,retail
C0005350,2025-10-21 07:34:00.882157,2952.37,North,merchant
C0005351,2025-10-21 07:40:00.882157,815.57,South,p2p
C0005352,2025-10-21 07:47:00.882157,992.43,East,retail
C0005353,2025-10-21 07:53:00.882157,1697.5,South,retail
C0005354,2025-10-21 08:00:00.882157,1256.52,West,p2p
C0005355,2025-10-21 08:06:00.882157,2559.93,Central,retail
C0005356,2025-10-21 08:13:00.882157,1288.35,East,govt
C0005357,2025-10-21 08:19:00.882157,301.27,South,merchant
C0005358,2025-10-21 08:26:00.882157,2300.02,East,retail
C0005359,2025-10-21 08:32:00.882157,2512.35,West,merchant
C0005360,2025-10-21 08:39:00.882157,8637.94,South,retail
C0005361,2025-10-21 08:45:00.882157,1786.76,South,merchant
C0005362,2025-10-21 08:52:00.882157,1770.44,Central,merchant
C0005363,2025-10-21 08:58:00.882157,4229.25,South,merchant
C0005364,2025-10-21 09:05:00.882157,2597.19,North,retail
C0005365,2025-10-21 09:11:00.882157,1653.49,North,merchant
C0005366,2025-10-21 09:18:00.882157,2313.57,South,merchant
C0005367,2025-10-21 09:24:00.882157,771.28,South,merchant
C0005368,2025-10-21 09:31:00.882157,9428.97,Central,p2p
C0005369,2025-10-21 09:37:00.882157,2275.9,North,merchant
C0005370,2025-10-21 09:44:00.882157,938.17,West,govt
C0005371,2025-10-21 09:50:00.882157,1165.37,West,retail
C0005372,2025-10-21 09:57:00.882157,3297.23,West,retail
C0005373,2025-10-21 10:03:00.882157,1019.08,East,merchant
C0005374,2025-10-21 10:10:00.882157,1198.7,West,retail
C0005375,2025-10-21 10:16:00.882157,3171.96,East,merchant
C0005376,2025-10-21 10:23:00.882157,2206.85,South,p2p
C0005377,2025-10-21 10:29:00.882157,2278.93,South,merchant
C0005378,2025-10-21 10:36:00.882157,2532.57,South,p2p
C0005379,2025-10-21 10:42:00.882157,3794.08,South,retail
C0005380,2025-10-21 10:49:00.882157,3243.71,East,merchant
C0005381,2025-10-21 10:55:00.882157,854.23,North,retail
C0005382,2025-10-21 11:02:00.882157,2742.35,North,retail
C0005383,2025-10-21 11:08:00.882157,2264.59,Central,retail
C0005384,2025-10-21 11:15:00.882157,2571.13,West,p2p
C0005385,2025-10-21 11:21:00.882157,2137.63,West,retail
C0005386,2025-10-21 11:28:00.882157,1729.18,North,retail
C0005387,2025-10-21 11:34:00.882157,105.01,North,retail
C0005388,2025-10-21 11:41:00.882157,3046.62,East,govt
C0005389,2025-10-21 11:47:00.882157,1014.12,Central,retail
C0005390,2025-10-21 11:54:00.882157,1167.73,Central,govt
C0005391,2025-10-21 12:00:00.882157,1655.8,Central,merchant
C0005392,2025-10-21 12:07:00.882157,5834.7,South,merchant
C0005393,2025-10-21 12:13:00.882157,1803.93,Central,retail
C0005394,2025-10-21 12:20:00.882157,1852.36,West,retail
C0005395,2025-10-21 12:26:00.882157,4715.39,Central,govt
C0005396,2025-10-21 12:33:00.882157,3304.93,South,merchant
C0005397,2025-10-21 12:39:00.882157,993.04,North,merchant
C0005398,2025-10-21 12:46:00.882157,536.42,East,merchant
C0005399,2025-10-21 12:52:00.882157,2238.19,East,retail
C0005400,2025-10-21 12:59:00.882157,2185.69,West,merchant
C0005401,2025-10-21 13:05:00.882157,2894.37,Central,merchant
C0005402,2025-10-21 13:12:00.882157,1017.59,Central,retail
C0005403,2025-10-21 13:18:00.882157,1773.69,North,merchant
C0005404,2025-10-21 13:25:00.882157,743.08,South,retail
C0005405,2025-10-21 13:31:00.882157,2309.64,Central,govt
C0005406,2025-10-21 13:38:00.882157,1643.73,South,merchant
C0005407,2025-10-21 13:44:00.882157,648.62,North,retail
C0005408,2025-10-21 13:51:00.882157,1595.14,South,retail
C0005409,2025-10-21 13:57:00.882157,2491.41,Central,retail
C0005410,2025-10-21 14:04:00.882157,903.21,North,retail
C0005411,2025-10-21 14:10:00.882157,1784.84,Central,merchant
C0005412,2025-10-21 14:17:00.882157,2289.82,North,retail
C0005413,2025-10-21 14:23:00.882157,1431.45,North,retail
C0005414,2025-10-21 14:30:00.882157,1518.81,North,govt
C0005415,2025-10-21 14:36:00.882157,1362.39,East,retail
C0005416,2025-10-21 14:43:00.882157,2262.24,Central,merchant
C0005417,2025-10-21 14:49:00.882157,2308.31,South,retail
C0005418,2025-10-21 14:56:00.882157,1859.06,Central,govt
C0005419,2025-10-21 15:02:00.882157,3301.91,East,merchant
C0005420,2025-10-21 15:09:00.882157,822.75,North,retail
C0005421,2025-10-21 15:15:00.882157,1202.93,West,retail
C0005422,2025-10-21 15:22:00.882157,3282.52,South,retail
C0005423,2025-10-21 15:28:00.882157,1093.31,North,merchant
C0005424,2025-10-21 15:35:00.882157,1027.93,South,p2p
C0005425,2025-10-21 15:41:00.882157,718.7,North,retail
C0005426,2025-10-21 15:48:00.882157,1078.88,Central,retail
C0005427,2025-10-21 15:54:00.882157,681.64,South,merchant
C0005428,2025-10-21 16:01:00.882157,965.45,Central,merchant
C0005429,2025-10-21 16:07:00.882157,3333.94,South,retail
C0005430,2025-10-21 16:14:00.882157,1575.66,North,merchant
C0005431,2025-10-21 16:20:00.882157,2467.36,East,retail
C0005432,2025-10-21 16:27:00.882157,1910.19,West,retail
C0005433,2025-10-21 16:33:00.882157,1164.86,Central,retail
C0005434,2025-10-21 16:40:00.882157,2665.07,East,retail
C0005435,2025-10-21 16:46:00.882157,7299.34,North,merchant
C0005436,2025-10-21 16:53:00.882157,3438.04,South,govt
C0005437,2025-10-21 16:59:00.882157,2754.95,North,merchant
C0005438,2025-10-21 17:06:00.882157,1573.94,West,p2p
C0005439,2025-10-21 17:12:00.882157,4680.21,South,retail
C0005440,2025-10-21 17:19:00.882157,2685.39,Central,merchant
C0005441,2025-10-21 17:25:00.882157,3144.98,North,govt
C0005442,2025-10-21 17:32:00.882157,1763.2,South,retail
C0005443,2025-10-21 17:38:00.882157,3319.94,East,retail
C0005444,2025-10-21 17:45:00.882157,1608.73,North,retail
C0005445,2025-10-21 17:51:00.882157,2582.45,Central,retail
C0005446,2025-10-21 17:58:00.882157,489.48,South,retail
C0005447,2025-10-21 18:04:00.882157,3598.19,South,p2p
C0005448,2025-10-21 18:11:00.882157,2471.44,South,retail
C0005449,2025-10-21 18:17:00.882157,460.74,South,merchant
C0005450,2025-10-21 18:24:00.882157,3489.28,West,merchant
C0005451,2025-10-21 18:30:00.882157,2635.37,East,retail
C0005452,2025-10-21 18:37:00.882157,276.16,West,retail
C0005453,2025-10-21 18:43:00.882157,1819.23,South,merchant
C0005454,2025-10-21 18:50:00.882157,707.35,South,retail
C0005455,2025-10-21 18:56:00.882157,2597.5,Central,retail
C0005456,2025-10-21 19:03:00.882157,1840.09,South,merchant
C0005457,2025-10-21 19:09:00.882157,2978.54,West,p2p
C0005458,2025-10-21 19:16:00.882157,795.59,East,merchant
C0005459,2025-10-21 19:22:00.882157,2986.19,North,merchant
C0005460,2025-10-21 19:29:00.882157,3550.35,Central,retail
C0005461,2025-10-21 19:35:00.882157,1496.51,North,retail
C0005462,2025-10-21 19:42:00.882157,3643.55,Central,retail
C0005463,2025-10-21 19:48:00.882157,2738.24,Central,merchant
C0005464,2025-10-21 19:55:00.882157,1116.15,West,merchant
C0005465,2025-10-21 20:01:00.882157,2515.68,West,p2p
C0005466,2025-10-21 20:08:00.882157,1469.2,West,retail
C0005467,2025-10-21 20:14:00.882157,1601.14,South,merchant
C0005468,2025-10-21 20:21:00.882157,755.06,East,retail
C0005469,2025-10-21 20:27:00.882157,1136.15,West,retail
C0005470,2025-10-21 20:34:00.882157,1440.54,East,govt
C0005471,2025-10-21 20:40:00.882157,1980.9,Central,p2p
C0005472,2025-10-21 20:47:00.882157,1873.0,Central,merchant
C0005473,2025-10-21 20:53:00.882157,2319.11,South,govt
C0005474,2025-10-21 21:00:00.882157,2895.67,North,retail
C0005475,2025-10-21 21:06:00.882157,3493.18,West,retail
C0005476,2025-10-21 21:13:00.882157,1086.78,North,retail
C0005477,2025-10-21 21:19:00.882157,1758.54,North,merchant
C0005478,2025-10-21 21:26:00.882157,3021.81,East,merchant
C0005479,2025-10-21 21:32:00.882157,717.29,North,retail
C0005480,2025-10-21 21:39:00.882157,1102.08,South,merchant
C0005481,2025-10-21 21:45:00.882157,815.47,North,p2p
C0005482,2025-10-21 21:52:00.882157,485.8,North,merchant
C0005483,2025-10-21 21:58:00.882157,479.27,North,retail
C0005484,2025-10-21 22:05:00.882157,3090.41,East,retail
C0005485,2025-10-21 22:11:00.882157,1106.66,West,merchant
C0005486,2025-10-21 22:18:00.882157,1791.31,West,retail
C0005487,2025-10-21 22:24:00.882157,2297.06,East,retail
C0005488,2025-10-21 22:31:00.882157,3514.2,West,retail
C0005489,2025-10-21 22:37:00.882157,2320.74,South,retail
C0005490,2025-10-21 22:44:00.882157,2078.06,Central,merchant
C0005491,2025-10-21 22:50:00.882157,3126.22,Central,retail
C0005492,2025-10-21 22:57:00.882157,889.27,Central,merchant
C0005493,2025-10-21 23:03:00.882157,892.7,North,merchant
C0005494,2025-10-21 23:10:00.882157,2016.53,North,merchant
C0005495,2025-10-21 23:16:00.882157,269.06,West,retail
C0005496,2025-10-21 23:23:00.882157,2233.89,West,govt
C0005497,2025-10-21 23:29:00.882157,4595.86,East,merchant
C0005498,2025-10-21 23:36:00.882157,1570.47,North,retail
C0005499,2025-10-21 23:42:00.882157,1871.82,East,retail
C0005500,2025-10-21 23:49:00.882157,1467.1,North,retail
C0005501,2025-10-21 23:55:00.882157,2666.87,Central,merchant
C0005502,2025-10-22 00:02:00.882157,2542.96,South,retail
C0005503,2025-10-22 00:08:00.882157,531.92,South,retail
C0005504,2025-10-22 00:15:00.882157,1681.48,North,merchant
C0005505,2025-10-22 00:21:00.882157,3710.15,West,retail
C0005506,2025-10-22 00:28:00.882157,2034.67,East,govt
C0005507,2025-10-22 00:34:00.882157,394.34,Central,retail
C0005508,2025-10-22 00:41:00.882157,1644.68,West,retail
C0005509,2025-10-22 00:47:00.882157,9158.96,South,retail
C0005510,2025-10-22 00:54:00.882157,444.42,West,retail
C0005511,2025-10-22 01:00:00.882157,2003.55,North,retail
C0005512,2025-10-22 01:07:00.882157,2442.04,East,retail
C0005513,2025-10-22 01:13:00.882157,1886.75,East,retail
C0005514,2025-10-22 01:20:00.882157,5593.33,Central,merchant
C0005515,2025-10-22 01:26:00.882157,5293.85,North,merchant
C0005516,2025-10-22 01:33:00.882157,2608.87,North,p2p
C0005517,2025-10-22 01:39:00.882157,1867.39,East,retail
C0005518,2025-10-22 01:46:00.882157,4632.08,South,merchant
C0005519,2025-10-22 01:52:00.882157,1575.16,North,p2p
C0005520,2025-10-22 01:59:00.882157,1554.1,North,retail
C0005521,2025-10-22 02:05:00.882157,7200.87,East,p2p
C0005522,2025-10-22 02:12:00.882157,3496.29,North,retail
C0005523,2025-10-22 02:18:00.882157,1889.51,North,merchant
C0005524,2025-10-22 02:25:00.882157,912.56,South,merchant
C0005525,2025-10-22 02:31:00.882157,3702.16,South,merchant
C0005526,2025-10-22 02:38:00.882157,3307.16,South,merchant
C0005527,2025-10-22 02:44:00.882157,3103.72,Central,retail
C0005528,2025-10-22 02:51:00.882157,2114.86,North,merchant
C0005529,2025-10-22 02:57:00.882157,1936.05,East,merchant
C0005530,2025-10-22 03:04:00.882157,2096.38,West,retail
C0005531,2025-10-22 03:10:00.882157,1224.37,East,merchant
C0005532,2025-10-22 03:17:00.882157,1980.35,North,merchant
C0005533,2025-10-22 03:23:00.882157,3091.59,East,retail
C0005534,2025-10-22 03:30:00.882157,4057.89,Central,retail
C0005535,2025-10-22 03:36:00.882157,3461.24,Central,retail
C0005536,2025-10-22 03:43:00.882157,1479.22,East,retail
C0005537,2025-10-22 03:49:00.882157,1205.63,North,retail
C0005538,2025-10-22 03:56:00.882157,598.07,South,merchant
C0005539,2025-10-22 04:02:00.882157,4215.93,East,govt
C0005540,2025-10-22 04:09:00.882157,2130.57,West,retail
C0005541,2025-10-22 04:15:00.882157,926.69,North,merchant
C0005542,2025-10-22 04:22:00.882157,1138.0,East,retail
C0005543,2025-10-22 04:28:00.882157,3038.03,Central,merchant
C0005544,2025-10-22 04:35:00.882157,4177.04,South,retail
C0005545,2025-10-22 04:41:00.882157,2971.97,Central,p2p
C0005546,2025-10-22 04:48:00.882157,365.36,South,retail
C0005547,2025-10-22 04:54:00.882157,1478.03,North,retail
C0005548,2025-10-22 05:01:00.882157,3118.58,East,retail
C0005549,2025-10-22 05:07:00.882157,510.84,North,retail
C0005550,2025-10-22 05:14:00.882157,2242.17,North,retail
C0005551,2025-10-22 05:20:00.882157,787.72,South,retail
C0005552,2025-10-22 05:27:00.882157,2605.78,East,merchant
C0005553,2025-10-22 05:33:00.882157,1543.75,South,retail
C0005554,2025-10-22 05:40:00.882157,2061.87,East,p2p
C0005555,2025-10-22 05:46:00.882157,2677.23,Central,merchant
C0005556,2025-10-22 05:53:00.882157,528.98,West,govt
C0005557,2025-10-22 05:59:00.882157,860.04,Central,retail
C0005558,2025-10-22 06:06:00.882157,4232.51,South,merchant
C0005559,2025-10-22 06:12:00.882157,1404.89,Central,merchant
C0005560,2025-10-22 06:19:00.882157,688.89,North,merchant
C0005561,2025-10-22 06:25:00.882157,494.0,East,merchant
C0005562,2025-10-22 06:32:00.882157,1754.31,South,retail
C0005563,2025-10-22 06:38:00.882157,447.06,Central,p2p
C0005564,2025-10-22 06:45:00.882157,1513.03,East,retail
C0005565,2025-10-22 06:51:00.882157,6048.08,East,p2p
C0005566,2025-10-22 06:58:00.882157,2224.66,West,merchant
C0005567,2025-10-22 07:04:00.882157,1106.92,South,retail
C0005568,2025-10-22 07:11:00.882157,3975.14,West,retail
C0005569,2025-10-22 07:17:00.882157,1228.9,South,merchant
C0005570,2025-10-22 07:24:00.882157,962.63,Central,merchant
C0005571,2025-10-22 07:30:00.882157,820.99,South,retail
C0005572,2025-10-22 07:37:00.882157,3307.53,Central,p2p
C0005573,2025-10-22 07:43:00.882157,1920.57,East,merchant
C0005574,2025-10-22 07:50:00.882157,1047.98,North,retail
C0005575,2025-10-22 07:56:00.882157,4118.89,West,retail
C0005576,2025-10-22 08:03:00.882157,1382.39,North,retail
C0005577,2025-10-22 08:09:00.882157,960.43,Central,retail
C0005578,2025-10-22 08:16:00.882157,4227.77,Central,merchant
C0005579,2025-10-22 08:22:00.882157,1843.61,North,p2p
C0005580,2025-10-22 08:29:00.882157,890.98,South,merchant
C0005581,2025-10-22 08:35:00.882157,815.59,South,retail
C0005582,2025-10-22 08:42:00.882157,2804.25,South,p2p
C0005583,2025-10-22 08:48:00.882157,661.95,Central,merchant
C0005584,2025-10-22 08:55:00.882157,297.92,East,retail
C0005585,2025-10-22 09:01:00.882157,788.17,North,retail
C0005586,2025-10-22 09:08:00.882157,432.28,South,govt
C0005587,2025-10-22 09:14:00.882157,3161.12,South,retail
C0005588,2025-10-22 09:21:00.882157,905.88,South,retail
C0005589,2025-10-22 09:27:00.882157,1389.9,West,retail
C0005590,2025-10-22 09:34:00.882157,1412.16,West,merchant
C0005591,2025-10-22 09:40:00.882157,1783.32,East,retail
C0005592,2025-10-22 09:47:00.882157,1529.43,South,retail
C0005593,2025-10-22 09:53:00.882157,3359.25,East,retail
C0005594,2025-10-22 10:00:00.882157,2824.61,East,retail
C0005595,2025-10-22 10:06:00.882157,2238.93,South,retail
C0005596,2025-10-22 10:13:00.882157,2459.37,South,govt
C0005597,2025-10-22 10:19:00.882157,1320.9,East,retail
C0005598,2025-10-22 10:26:00.882157,1156.86,North,merchant
C0005599,2025-10-22 10:32:00.882157,3314.79,North,retail
C0005600,2025-10-22 10:39:00.882157,734.77,North,merchant
C0005601,2025-10-22 10:45:00.882157,552.21,Central,merchant
C0005602,2025-10-22 10:52:00.882157,1618.74,North,retail
C0005603,2025-10-22 10:58:00.882157,2204.93,South,retail
C0005604,2025-10-22 11:05:00.882157,814.1,West,p2p
C0005605,2025-10-22 11:11:00.882157,2926.28,West,retail
C0005606,2025-10-22 11:18:00.882157,5821.63,Central,merchant
C0005607,2025-10-22 11:24:00.882157,3138.77,West,retail
C0005608,2025-10-22 11:31:00.882157,2533.58,Central,merchant
C0005609,2025-10-22 11:37:00.882157,6731.09,West,p2p
C0005610,2025-10-22 11:44:00.882157,2955.46,South,retail
C0005611,2025-10-22 11:50:00.882157,1607.87,South,govt
C0005612,2025-10-22 11:57:00.882157,1197.71,East,govt
C0005613,2025-10-22 12:03:00.882157,1803.21,West,retail
C0005614,2025-10-22 12:10:00.882157,5517.24,North,merchant
C0005615,2025-10-22 12:16:00.882157,2277.51,Central,govt
C0005616,2025-10-22 12:23:00.882157,2595.36,Central,retail
C0005617,2025-10-22 12:29:00.882157,1495.49,West,retail
C0005618,2025-10-22 12:36:00.882157,2678.58,North,merchant
C0005619,2025-10-22 12:42:00.882157,323.56,West,merchant
C0005620,2025-10-22 12:49:00.882157,3007.17,South,merchant
C0005621,2025-10-22 12:55:00.882157,1826.98,North,merchant
C0005622,2025-10-22 13:02:00.882157,3452.94,West,retail
C0005623,2025-10-22 13:08:00.882157,601.31,South,merchant
C0005624,2025-10-22 13:15:00.882157,125.44,South,retail
C0005625,2025-10-22 13:21:00.882157,4977.15,Central,merchant
C0005626,2025-10-22 13:28:00.882157,1820.35,East,merchant
C0005627,2025-10-22 13:34:00.882157,3685.37,North,p2p
C0005628,2025-10-22 13:41:00.882157,1216.77,South,retail
C0005629,2025-10-22 13:47:00.882157,3686.47,Central,retail
C0005630,2025-10-22 13:54:00.882157,968.74,North,retail
C0005631,2025-10-22 14:00:00.882157,1117.13,East,retail
C0005632,2025-10-22 14:07:00.882157,4018.82,South,retail
C0005633,2025-10-22 14:13:00.882157,4103.91,South,retail
C0005634,2025-10-22 14:20:00.882157,2411.78,South,merchant
C0005635,2025-10-22 14:26:00.882157,1347.97,North,merchant
C0005636,2025-10-22 14:33:00.882157,1325.99,North,p2p
C0005637,2025-10-22 14:39:00.882157,1388.24,South,retail
C0005638,2025-10-22 14:46:00.882157,795.23,East,merchant
C0005639,2025-10-22 14:52:00.882157,1332.26,North,retail
C0005640,2025-10-22 14:59:00.882157,1841.41,West,retail
C0005641,2025-10-22 15:05:00.882157,693.03,North,govt
C0005642,2025-10-22 15:12:00.882157,5292.84,West,merchant
C0005643,2025-10-22 15:18:00.882157,5614.18,Central,retail
C0005644,2025-10-22 15:25:00.882157,541.18,East,merchant
C0005645,2025-10-22 15:31:00.882157,1353.57,North,govt
C0005646,2025-10-22 15:38:00.882157,3814.38,South,retail
C0005647,2025-10-22 15:44:00.882157,4079.98,South,retail
C0005648,2025-10-22 15:51:00.882157,1565.07,South,p2p
C0005649,2025-10-22 15:57:00.882157,613.25,Central,merchant
C0005650,2025-10-22 16:04:00.882157,886.52,East,p2p
C0005651,2025-10-22 16:10:00.882157,1326.49,North,retail
C0005652,2025-10-22 16:17:00.882157,4809.53,South,retail
C0005653,2025-10-22 16:23:00.882157,2658.2,Central,govt
C0005654,2025-10-22 16:30:00.882157,4202.18,Central,retail
C0005655,2025-10-22 16:36:00.882157,1386.83,East,govt
C0005656,2025-10-22 16:43:00.882157,1834.85,West,retail
C0005657,2025-10-22 16:49:00.882157,1290.19,West,p2p
C0005658,2025-10-22 16:56:00.882157,1639.42,North,merchant
C0005659,2025-10-22 17:02:00.882157,2598.2,East,p2p
C0005660,2025-10-22 17:09:00.882157,4341.37,West,merchant
C0005661,2025-10-22 17:15:00.882157,1824.13,West,retail
C0005662,2025-10-22 17:22:00.882157,2468.06,Central,retail
C0005663,2025-10-22 17:28:00.882157,627.05,West,merchant
C0005664,2025-10-22 17:35:00.882157,2833.99,Central,merchant
C0005665,2025-10-22 17:41:00.882157,3679.6,North,govt
C0005666,2025-10-22 17:48:00.882157,929.61,West,merchant
C0005667,2025-10-22 17:54:00.882157,3136.98,East,merchant
C0005668,2025-10-22 18:01:00.882157,1736.64,East,retail
C0005669,2025-10-22 18:07:00.882157,792.53,West,retail
C0005670,2025-10-22 18:14:00.882157,2866.59,North,govt
C0005671,2025-10-22 18:20:00.882157,2679.21,Central,p2p
C0005672,2025-10-22 18:27:00.882157,1499.6,West,retail
C0005673,2025-10-22 18:33:00.882157,3139.74,West,retail
C0005674,2025-10-22 18:40:00.882157,4034.08,North,govt
C0005675,2025-10-22 18:46:00.882157,4182.56,East,retail
C0005676,2025-10-22 18:53:00.882157,2575.18,North,retail
C0005677,2025-10-22 18:59:00.882157,3400.19,South,merchant
C0005678,2025-10-22 19:06:00.882157,3029.92,Central,govt
C0005679,2025-10-22 19:12:00.882157,1620.53,North,retail
C0005680,2025-10-22 19:19:00.882157,3378.43,East,retail
C0005681,2025-10-22 19:25:00.882157,1121.7,West,retail
C0005682,2025-10-22 19:32:00.882157,1036.49,North,p2p
C0005683,2025-10-22 19:38:00.882157,4451.45,Central,retail
C0005684,2025-10-22 19:45:00.882157,3496.46,North,retail
C0005685,2025-10-22 19:51:00.882157,1951.37,East,retail
C0005686,2025-10-22 19:58:00.882157,4247.11,West,retail
C0005687,2025-10-22 20:04:00.882157,595.81,North,merchant
C0005688,2025-10-22 20:11:00.882157,4154.7,North,retail
C0005689,2025-10-22 20:17:00.882157,1480.75,South,retail
C0005690,2025-10-22 20:24:00.882157,477.12,East,p2p
C0005691,2025-10-22 20:30:00.882157,844.95,West,merchant
C0005692,2025-10-22 20:37:00.882157,2591.58,West,govt
C0005693,2025-10-22 20:43:00.882157,949.04,West,retail
C0005694,2025-10-22 20:50:00.882157,394.26,West,retail
C0005695,2025-10-22 20:56:00.882157,5242.37,Central,merchant
C0005696,2025-10-22 21:03:00.882157,1034.04,West,retail
C0005697,2025-10-22 21:09:00.882157,865.83,Central,retail
C0005698,2025-10-22 21:16:00.882157,1188.15,East,merchant
C0005699,2025-10-22 21:22:00.882157,1268.11,North,merchant
C0005700,2025-10-22 21:29:00.882157,2820.07,East,retail
C0005701,2025-10-22 21:35:00.882157,3306.76,Central,retail
C0005702,2025-10-22 21:42:00.882157,718.17,South,merchant
C0005703,2025-10-22 21:48:00.882157,1191.67,West,retail
C0005704,2025-10-22 21:55:00.882157,2238.17,Central,retail
C0005705,2025-10-22 22:01:00.882157,1531.8,West,retail
C0005706,2025-10-22 22:08:00.882157,553.87,East,p2p
C0005707,2025-10-22 22:14:00.882157,535.56,South,retail
C0005708,2025-10-22 22:21:00.882157,2176.0,South,p2p
C0005709,2025-10-22 22:27:00.882157,6528.67,Central,retail
C0005710,2025-10-22 22:34:00.882157,1481.92,East,p2p
C0005711,2025-10-22 22:40:00.882157,729.13,North,merchant
C0005712,2025-10-22 22:47:00.882157,1082.93,West,retail
C0005713,2025-10-22 22:53:00.882157,963.4,North,retail
C0005714,2025-10-22 23:00:00.882157,2326.76,North,p2p
C0005715,2025-10-22 23:06:00.882157,1301.41,East,merchant
C0005716,2025-10-22 23:13:00.882157,691.4,South,retail
C0005717,2025-10-22 23:19:00.882157,1351.09,North,retail
C0005718,2025-10-22 23:26:00.882157,1794.76,East,govt
C0005719,2025-10-22 23:32:00.882157,4499.14,Central,retail
C0005720,2025-10-22 23:39:00.882157,2398.53,East,retail
C0005721,2025-10-22 23:45:00.882157,1203.96,East,retail
C0005722,2025-10-22 23:52:00.882157,1886.04,Central,retail
C0005723,2025-10-22 23:58:00.882157,3275.99,South,merchant
C0005724,2025-10-23 00:05:00.882157,1332.91,South,merchant
C0005725,2025-10-23 00:11:00.882157,273.34,West,merchant
C0005726,2025-10-23 00:18:00.882157,1012.33,East,retail
C0005727,2025-10-23 00:24:00.882157,375.09,North,retail
C0005728,2025-10-23 00:31:00.882157,733.11,East,retail
C0005729,2025-10-23 00:37:00.882157,1192.41,West,retail
C0005730,2025-10-23 00:44:00.882157,2521.18,South,retail
C0005731,2025-10-23 00:50:00.882157,4953.41,North,p2p
C0005732,2025-10-23 00:57:00.882157,1202.34,South,retail
C0005733,2025-10-23 01:03:00.882157,3579.68,West,retail
C0005734,2025-10-23 01:10:00.882157,3646.7,West,retail
C0005735,2025-10-23 01:16:00.882157,1219.9,North,retail
C0005736,2025-10-23 01:23:00.882157,1424.84,Central,retail
C0005737,2025-10-23 01:29:00.882157,3011.87,Central,retail
C0005738,2025-10-23 01:36:00.882157,2313.37,North,retail
C0005739,2025-10-23 01:42:00.882157,4121.05,North,retail
C0005740,2025-10-23 01:49:00.882157,2260.03,East,retail
C0005741,2025-10-23 01:55:00.882157,3955.5,East,retail
C0005742,2025-10-23 02:02:00.882157,5000.04,Central,retail
C0005743,2025-10-23 02:08:00.882157,967.02,South,merchant
C0005744,2025-10-23 02:15:00.882157,2441.19,South,retail
C0005745,2025-10-23 02:21:00.882157,403.59,South,p2p
