review_id,date,product,department,rating,review_text,sentiment
R0004786,2025-07-12 03:59:00.882157,NetBanking,Loans,1,issue unresolved,negative
R0004787,2025-06-15 03:59:00.882157,Mobile App,Contact Center,2,fees too high,negative
R0004788,2025-08-13 03:59:00.882157,Mortgage,App,2,confusing process,negative
R0004789,2025-08-22 03:59:00.882157,Credit Card,Branch,3,could be better,neutral
R0004790,2025-05-27 03:59:00.882157,NetBanking,Loans,5,love the app,positive
R0004791,2025-09-26 03:59:00.882157,Mortgage,App,3,average experience,neutral
R0004792,2025-06-26 03:59:00.882157,NetBanking,App,1,terrible service,negative
R0004793,2025-07-15 03:59:00.882157,Savings,App,4,quick approval,positive
R0004794,2025-08-01 03:59:00.882157,Credit Card,Cards,4,easy to use,positive
R0004795,2025-11-05 03:59:00.882157,Savings,Branch,2,confusing process,negative
R0004796,2025-09-10 03:59:00.882157,Mobile App,Loans,4,helpful staff,positive
R0004797,2025-08-11 03:59:00.882157,Credit Card,Branch,3,average experience,neutral
R0004798,2025-07-07 03:59:00.882157,Mobile App,Branch,2,slow response,negative
R0004799,2025-07-25 03:59:00.882157,Savings,Cards,2,poor support,negative
R0004800,2025-10-26 03:59:00.882157,NetBanking,Branch,5,transparent charges,positive
R0004801,2025-06-12 03:59:00.882157,Mortgage,Branch,2,slow response,negative
R0004802,2025-07-13 03:59:00.882157,NetBanking,App,4,easy to use,positive
R0004803,2025-09-14 03:59:00.882157,NetBanking,App,5,super fast,positive
R0004804,2025-10-06 03:59:00.882157,Credit Card,Loans,3,okay service,neutral
R0004805,2025-08-30 03:59:00.882157,Mobile App,Contact Center,4,easy to use,positive
R0004806,2025-07-27 03:59:00.882157,Insurance,Loans,4,helpful staff,positive
R0004807,2025-07-24 03:59:00.882157,Mobile App,Loans,4,quick approval,positive
R0004808,2025-10-31 03:59:00.882157,Savings,App,3,works fine,neutral
R0004809,2025-06-20 03:59:00.882157,Savings,Branch,5,problem solved quickly,positive
R0004810,2025-11-03 03:59:00.882157,NetBanking,Cards,5,super fast,positive
R0004811,2025-10-11 03:59:00.882157,NetBanking,Loans,4,quick approval,positive
R0004812,2025-08-22 03:59:00.882157,Mortgage,Contact Center,2,slow response,negative
R0004813,2025-06-29 03:59:00.882157,Credit Card,Loans,2,bugs in app,negative
R0004814,2025-07-28 03:59:00.882157,Insurance,Branch,4,good service,positive
R0004815,2025-06-04 03:59:00.882157,Savings,Loans,2,poor support,negative
R0004816,2025-06-25 03:59:00.882157,Credit Card,Branch,3,average experience,neutral
R0004817,2025-06-03 03:59:00.882157,Insurance,Branch,5,super fast,positive
R0004818,2025-05-16 03:59:00.882157,Mortgage,Cards,3,okay service,neutral
R0004819,2025-07-06 03:59:00.882157,Credit Card,Cards,4,helpful staff,positive
R0004820,2025-06-08 03:59:00.882157,Mobile App,Loans,2,confusing process,negative
R0004821,2025-07-02 03:59:00.882157,NetBanking,Cards,4,easy to use,positive
R0004822,2025-10-05 03:59:00.882157,NetBanking,Contact Center,3,could be better,neutral
R0004823,2025-10-22 03:59:00.882157,Insurance,App,5,super fast,positive
R0004824,2025-09-14 03:59:00.882157,Mobile App,Loans,1,issue unresolved,negative
R0004825,2025-07-15 03:59:00.882157,NetBanking,Cards,4,nice experience,positive
R0004826,2025-08-10 03:59:00.882157,Mobile App,Contact Center,4,helpful staff,positive
R0004827,2025-10-23 03:59:00.882157,NetBanking,App,4,quick approval,positive
R0004828,2025-08-09 03:59:00.882157,Insurance,Contact Center,4,nice experience,positive
R0004829,2025-09-30 03:59:00.882157,Mobile App,Loans,5,love the app,positive
R0004830,2025-09-11 03:59:00.882157,Insurance,App,5,transparent charges,positive
R0004831,2025-05-31 03:59:00.882157,Mobile App,Cards,3,could be better,neutral
R0004832,2025-11-10 03:59:00.882157,Mortgage,Branch,1,long wait times,negative
R0004833,2025-08-30 03:59:00.882157,Mortgage,Cards,4,nice experience,positive
R0004834,2025-09-30 03:59:00.882157,Credit Card,Branch,3,works fine,neutral
R0004835,2025-10-13 03:59:00.882157,Mobile App,Contact Center,5,super fast,positive
R0004836,2025-05-29 03:59:00.882157,Mortgage,Branch,2,poor support,negative
R0004837,2025-11-09 03:59:00.882157,Mortgage,Branch,5,transparent charges,positive
R0004838,2025-08-05 03:59:00.882157,Mortgage,Contact Center,5,transparent charges,positive
R0004839,2025-07-06 03:59:00.882157,Savings,Contact Center,2,fees too high,negative
R0004840,2025-07-06 03:59:00.882157,Mobile App,Branch,2,fees too high,negative
R0004841,2025-10-14 03:59:00.882157,Credit Card,Branch,3,neutral,neutral
R0004842,2025-11-03 03:59:00.882157,Mortgage,Loans,1,terrible service,negative
R0004843,2025-07-18 03:59:00.882157,Insurance,Cards,1,terrible service,negative
R0004844,2025-06-25 03:59:00.882157,Savings,App,5,problem solved quickly,positive
R0004845,2025-09-16 03:59:00.882157,Mobile App,Contact Center,2,slow response,negative
R0004846,2025-06-25 03:59:00.882157,NetBanking,Contact Center,5,problem solved quickly,positive
R0004847,2025-06-15 03:59:00.882157,Credit Card,Branch,1,issue unresolved,negative
R0004848,2025-08-21 03:59:00.882157,Mortgage,Contact Center,1,issue unresolved,negative
R0004849,2025-07-28 03:59:00.882157,Insurance,Cards,4,quick approval,positive
R0004850,2025-07-19 03:59:00.882157,Savings,Loans,1,app keeps crashing,negative
R0004851,2025-05-29 03:59:00.882157,Insurance,Loans,4,good service,positive
R0004852,2025-08-20 03:59:00.882157,Insurance,Branch,5,problem solved quickly,positive
R0004853,2025-05-18 03:59:00.882157,Savings,Branch,3,works fine,neutral
R0004854,2025-07-25 03:59:00.882157,Insurance,App,1,long wait times,negative
R0004855,2025-06-01 03:59:00.882157,Mortgage,Cards,4,easy to use,positive
R0004856,2025-08-14 03:59:00.882157,Savings,Contact Center,3,average experience,neutral
R0004857,2025-08-25 03:59:00.882157,Mobile App,Branch,3,average experience,neutral
R0004858,2025-09-15 03:59:00.882157,Savings,App,5,love the app,positive
R0004859,2025-09-15 03:59:00.882157,NetBanking,Loans,2,poor support,negative
R0004860,2025-05-28 03:59:00.882157,Credit Card,Contact Center,3,works fine,neutral
R0004861,2025-09-29 03:59:00.882157,NetBanking,Loans,5,problem solved quickly,positive
R0004862,2025-07-11 03:59:00.882157,NetBanking,Loans,2,fees too high,negative
R0004863,2025-08-05 03:59:00.882157,Mortgage,Cards,3,neutral,neutral
R0004864,2025-09-10 03:59:00.882157,Mobile App,Branch,5,love the app,positive
R0004865,2025-06-14 03:59:00.882157,NetBanking,Branch,5,super fast,positive
R0004866,2025-10-22 03:59:00.882157,Mortgage,Branch,4,quick approval,positive
R0004867,2025-06-21 03:59:00.882157,Mortgage,Loans,5,transparent charges,positive
R0004868,2025-08-06 03:59:00.882157,Savings,App,3,works fine,neutral
R0004869,2025-09-05 03:59:00.882157,NetBanking,Cards,3,okay service,neutral
R0004870,2025-11-04 03:59:00.882157,Mobile App,Cards,1,app keeps crashing,negative
R0004871,2025-09-27 03:59:00.882157,Savings,Loans,3,average experience,neutral
R0004872,2025-06-19 03:59:00.882157,Credit Card,Branch,2,confusing process,negative
R0004873,2025-06-14 03:59:00.882157,Credit Card,App,1,terrible service,negative
R0004874,2025-08-22 03:59:00.882157,Credit Card,Branch,5,problem solved quickly,positive
R0004875,2025-10-06 03:59:00.882157,Savings,Cards,1,issue unresolved,negative
R0004876,2025-09-09 03:59:00.882157,Savings,App,2,poor support,negative
R0004877,2025-08-24 03:59:00.882157,Credit Card,Contact Center,1,terrible service,negative
R0004878,2025-08-22 03:59:00.882157,Savings,Contact Center,2,confusing process,negative
R0004879,2025-05-17 03:59:00.882157,Insurance,Loans,5,love the app,positive
R0004880,2025-10-08 03:59:00.882157,Insurance,Contact Center,1,long wait times,negative
R0004881,2025-10-23 03:59:00.882157,Insurance,Cards,3,okay service,neutral
R0004882,2025-07-12 03:59:00.882157,Mortgage,Cards,3,average experience,neutral
R0004883,2025-10-23 03:59:00.882157,Mobile App,Contact Center,2,bugs in app,negative
R0004884,2025-06-05 03:59:00.882157,NetBanking,Loans,2,slow response,negative
R0004885,2025-08-29 03:59:00.882157,Mobile App,Loans,2,slow response,negative
R0004886,2025-09-10 03:59:00.882157,Mobile App,App,5,transparent charges,positive
R0004887,2025-08-27 03:59:00.882157,Credit Card,Contact Center,2,bugs in app,negative
R0004888,2025-08-06 03:59:00.882157,Insurance,Contact Center,3,neutral,neutral
R0004889,2025-10-30 03:59:00.882157,NetBanking,Cards,3,okay service,neutral
R0004890,2025-09-02 03:59:00.882157,Insurance,Contact Center,2,poor support,negative
R0004891,2025-08-07 03:59:00.882157,Savings,Branch,4,good service,positive
R0004892,2025-08-18 03:59:00.882157,Mortgage,Loans,2,fees too high,negative
R0004893,2025-06-10 03:59:00.882157,Mortgage,Loans,4,easy to use,positive
R0004894,2025-08-09 03:59:00.882157,Insurance,App,1,long wait times,negative
R0004895,2025-05-28 03:59:00.882157,Savings,Contact Center,1,long wait times,negative
R0004896,2025-09-14 03:59:00.882157,Insurance,Loans,3,works fine,neutral
R0004897,2025-06-08 03:59:00.882157,Credit Card,Contact Center,1,hidden fees,negative
R0004898,2025-06-07 03:59:00.882157,Credit Card,Cards,1,hidden fees,negative
R0004899,2025-10-08 03:59:00.882157,Mobile App,Loans,1,long wait times,negative
R0004900,2025-08-08 03:59:00.882157,NetBanking,Contact Center,5,excellent service,positive
R0004901,2025-09-04 03:59:00.882157,NetBanking,Contact Center,5,transparent charges,positive
R0004902,2025-11-09 03:59:00.882157,NetBanking,App,2,slow response,negative
R0004903,2025-05-26 03:59:00.882157,Mobile App,Loans,4,helpful staff,positive
R0004904,2025-10-04 03:59:00.882157,Insurance,Branch,3,average experience,neutral
R0004905,2025-09-29 03:59:00.882157,Mobile App,Loans,5,super fast,positive
R0004906,2025-07-20 03:59:00.882157,Insurance,Cards,5,problem solved quickly,positive
R0004907,2025-10-12 03:59:00.882157,Mortgage,Contact Center,3,okay service,neutral
R0004908,2025-06-04 03:59:00.882157,Credit Card,Loans,5,transparent charges,positive
R0004909,2025-06-23 03:59:00.882157,Savings,Contact Center,3,neutral,neutral
R0004910,2025-08-06 03:59:00.882157,Savings,App,2,fees too high,negative
R0004911,2025-05-19 03:59:00.882157,Mortgage,App,2,fees too high,negative
R0004912,2025-10-14 03:59:00.882157,NetBanking,Loans,1,app keeps crashing,negative
R0004913,2025-11-04 03:59:00.882157,Insurance,App,3,works fine,neutral
R0004914,2025-08-27 03:59:00.882157,NetBanking,Contact Center,3,could be better,neutral
R0004915,2025-09-24 03:59:00.882157,Credit Card,Cards,2,poor support,negative
R0004916,2025-06-21 03:59:00.882157,Insurance,Loans,5,transparent charges,positive
R0004917,2025-08-15 03:59:00.882157,Insurance,Cards,3,works fine,neutral
R0004918,2025-05-28 03:59:00.882157,Mortgage,App,3,works fine,neutral
R0004919,2025-06-04 03:59:00.882157,Mortgage,App,5,transparent charges,positive
R0004920,2025-11-09 03:59:00.882157,Mobile App,Contact Center,2,bugs in app,negative
R0004921,2025-10-30 03:59:00.882157,Mortgage,Loans,3,okay service,neutral
R0004922,2025-05-22 03:59:00.882157,Mobile App,Loans,3,average experience,neutral
R0004923,2025-10-17 03:59:00.882157,NetBanking,Branch,5,love the app,positive
R0004924,2025-06-03 03:59:00.882157,NetBanking,Contact Center,1,long wait times,negative
R0004925,2025-06-26 03:59:00.882157,Savings,Loans,5,love the app,positive
R0004926,2025-10-10 03:59:00.882157,Mobile App,Cards,5,transparent charges,positive
R0004927,2025-08-17 03:59:00.882157,Mobile App,App,1,issue unresolved,negative
R0004928,2025-05-28 03:59:00.882157,NetBanking,Cards,3,could be better,neutral
R0004929,2025-10-04 03:59:00.882157,Savings,App,1,issue unresolved,negative
R0004930,2025-05-22 03:59:00.882157,Credit Card,Contact Center,4,good service,positive
R0004931,2025-07-22 03:59:00.882157,Insurance,Loans,1,app keeps crashing,negative
R0004932,2025-10-01 03:59:00.882157,NetBanking,App,2,slow response,negative
R0004933,2025-07-06 03:59:00.882157,Insurance,Contact Center,3,could be better,neutral
R0004934,2025-09-06 03:59:00.882157,Mortgage,Cards,4,good service,positive
R0004935,2025-06-13 03:59:00.882157,Mortgage,App,4,nice experience,positive
R0004936,2025-05-29 03:59:00.882157,Credit Card,Loans,1,terrible service,negative
R0004937,2025-07-25 03:59:00.882157,Mortgage,Cards,4,helpful staff,positive
R0004938,2025-07-26 03:59:00.882157,Insurance,Contact Center,3,works fine,neutral
R0004939,2025-05-20 03:59:00.882157,NetBanking,Cards,3,neutral,neutral
R0004940,2025-10-23 03:59:00.882157,NetBanking,App,5,excellent service,positive
R0004941,2025-07-05 03:59:00.882157,Mobile App,Branch,5,excellent service,positive
R0004942,2025-06-29 03:59:00.882157,Mobile App,Branch,2,slow response,negative
R0004943,2025-09-07 03:59:00.882157,Mortgage,Loans,1,issue unresolved,negative
R0004944,2025-07-19 03:59:00.882157,Insurance,Contact Center,4,good service,positive
R0004945,2025-05-25 03:59:00.882157,NetBanking,Loans,5,love the app,positive
R0004946,2025-08-22 03:59:00.882157,Savings,App,3,could be better,neutral
R0004947,2025-07-15 03:59:00.882157,Savings,Contact Center,4,good service,positive
R0004948,2025-09-29 03:59:00.882157,NetBanking,Branch,1,hidden fees,negative
R0004949,2025-07-05 03:59:00.882157,NetBanking,Cards,4,nice experience,positive
R0004950,2025-07-23 03:59:00.882157,NetBanking,Cards,4,quick approval,positive
R0004951,2025-10-09 03:59:00.882157,Mobile App,App,2,poor support,negative
R0004952,2025-11-06 03:59:00.882157,Insurance,App,1,long wait times,negative
R0004953,2025-09-26 03:59:00.882157,NetBanking,Contact Center,4,easy to use,positive
R0004954,2025-09-22 03:59:00.882157,Mobile App,Branch,3,works fine,neutral
R0004955,2025-10-22 03:59:00.882157,Insurance,Cards,3,could be better,neutral
R0004956,2025-07-25 03:59:00.882157,NetBanking,Contact Center,2,bugs in app,negative
R0004957,2025-08-24 03:59:00.882157,Savings,Contact Center,5,super fast,positive
R0004958,2025-09-07 03:59:00.882157,NetBanking,Contact Center,1,long wait times,negative
R0004959,2025-10-27 03:59:00.882157,Mortgage,Loans,4,good service,positive
R0004960,2025-06-05 03:59:00.882157,Credit Card,Contact Center,2,slow response,negative
R0004961,2025-10-05 03:59:00.882157,Mortgage,Contact Center,3,average experience,neutral
R0004962,2025-10-27 03:59:00.882157,Insurance,Contact Center,4,good service,positive
R0004963,2025-06-29 03:59:00.882157,Mobile App,Contact Center,3,average experience,neutral
R0004964,2025-07-24 03:59:00.882157,Mobile App,Loans,4,helpful staff,positive
R0004965,2025-10-16 03:59:00.882157,Savings,App,1,terrible service,negative
R0004966,2025-11-08 03:59:00.882157,NetBanking,Loans,3,works fine,neutral
R0004967,2025-06-05 03:59:00.882157,Savings,Contact Center,2,poor support,negative
R0004968,2025-08-19 03:59:00.882157,Mortgage,App,2,bugs in app,negative
R0004969,2025-10-29 03:59:00.882157,NetBanking,Loans,2,bugs in app,negative
R0004970,2025-07-21 03:59:00.882157,Mortgage,Branch,2,confusing process,negative
R0004971,2025-07-20 03:59:00.882157,Credit Card,Branch,5,super fast,positive
R0004972,2025-09-04 03:59:00.882157,Insurance,Contact Center,4,easy to use,positive
R0004973,2025-08-10 03:59:00.882157,Mortgage,Contact Center,4,easy to use,positive
R0004974,2025-08-19 03:59:00.882157,Mortgage,Cards,4,good service,positive
R0004975,2025-10-19 03:59:00.882157,Savings,Branch,5,problem solved quickly,positive
R0004976,2025-08-17 03:59:00.882157,NetBanking,App,2,confusing process,negative
R0004977,2025-10-11 03:59:00.882157,Insurance,App,1,issue unresolved,negative
R0004978,2025-09-15 03:59:00.882157,Savings,Cards,2,poor support,negative
R0004979,2025-10-23 03:59:00.882157,Credit Card,Branch,5,super fast,positive
R0004980,2025-07-05 03:59:00.882157,Mortgage,Loans,1,issue unresolved,negative
R0004981,2025-08-31 03:59:00.882157,NetBanking,Loans,5,excellent service,positive
R0004982,2025-09-28 03:59:00.882157,Mortgage,App,3,okay service,neutral
R0004983,2025-10-28 03:59:00.882157,Mortgage,Loans,4,easy to use,positive
R0004984,2025-07-05 03:59:00.882157,Mobile App,Contact Center,4,quick approval,positive
R0004985,2025-05-21 03:59:00.882157,Insurance,Contact Center,5,excellent service,positive
R0004986,2025-08-19 03:59:00.882157,Savings,Cards,1,app keeps crashing,negative
R0004987,2025-08-31 03:59:00.882157,Savings,Loans,3,neutral,neutral
R0004988,2025-10-02 03:59:00.882157,Savings,Cards,3,works fine,neutral
R0004989,2025-08-13 03:59:00.882157,Credit Card,Branch,2,fees too high,negative
R0004990,2025-05-30 03:59:00.882157,Mobile App,Loans,2,confusing process,negative
R0004991,2025-09-21 03:59:00.882157,Credit Card,App,1,terrible service,negative
R0004992,2025-07-14 03:59:00.882157,Insurance,App,2,slow response,negative
R0004993,2025-09-23 03:59:00.882157,Savings,Branch,4,easy to use,positive
R0004994,2025-10-23 03:59:00.882157,Savings,Contact Center,5,excellent service,positive
R0004995,2025-08-18 03:59:00.882157,Savings,Contact Center,4,helpful staff,positive
R0004996,2025-10-26 03:59:00.882157,Mortgage,Contact Center,3,works fine,neutral
R0004997,2025-09-11 03:59:00.882157,Mortgage,Loans,3,could be better,neutral
R0004998,2025-09-23 03:59:00.882157,NetBanking,Cards,5,super fast,positive
R0004999,2025-09-07 03:59:00.882157,Savings,Branch,1,terrible service,negative
R0005000,2025-09-10 03:59:00.882157,Savings,Loans,3,could be better,neutral
R0005001,2025-08-25 03:59:00.882157,Mortgage,App,1,long wait times,negative
R0005002,2025-07-22 03:59:00.882157,Credit Card,Cards,4,easy to use,positive
R0005003,2025-06-28 03:59:00.882157,Mobile App,Cards,2,slow response,negative
R0005004,2025-06-04 03:59:00.882157,Credit Card,Loans,5,problem solved quickly,positive
R0005005,2025-05-23 03:59:00.882157,Mobile App,App,2,fees too high,negative
R0005006,2025-06-04 03:59:00.882157,Mortgage,Cards,1,long wait times,negative
R0005007,2025-07-03 03:59:00.882157,NetBanking,Loans,1,app keeps crashing,negative
R0005008,2025-07-12 03:59:00.882157,NetBanking,App,4,easy to use,positive
R0005009,2025-06-28 03:59:00.882157,Savings,Loans,4,nice experience,positive
R0005010,2025-08-11 03:59:00.882157,Savings,App,1,terrible service,negative
R0005011,2025-07-31 03:59:00.882157,Savings,Branch,4,good service,positive
R0005012,2025-07-16 03:59:00.882157,Credit Card,Contact Center,5,super fast,positive
R0005013,2025-08-30 03:59:00.882157,Savings,Loans,3,neutral,neutral
R0005014,2025-07-14 03:59:00.882157,Mobile App,Loans,5,excellent service,positive
R0005015,2025-06-14 03:59:00.882157,Savings,Loans,1,long wait times,negative
R0005016,2025-07-28 03:59:00.882157,Mortgage,Loans,3,could be better,neutral
R0005017,2025-07-08 03:59:00.882157,Savings,Branch,1,app keeps crashing,negative
R0005018,2025-11-11 03:59:00.882157,Credit Card,Contact Center,5,excellent service,positive
R0005019,2025-07-23 03:59:00.882157,Credit Card,Contact Center,1,app keeps crashing,negative
R0005020,2025-06-21 03:59:00.882157,Mortgage,Cards,4,helpful staff,positive
R0005021,2025-09-03 03:59:00.882157,Insurance,Branch,1,hidden fees,negative
R0005022,2025-06-18 03:59:00.882157,Credit Card,Contact Center,5,excellent service,positive
R0005023,2025-06-03 03:59:00.882157,Insurance,Contact Center,4,good service,positive
R0005024,2025-07-22 03:59:00.882157,Mortgage,App,3,okay service,neutral
R0005025,2025-08-23 03:59:00.882157,Savings,App,5,super fast,positive
R0005026,2025-09-13 03:59:00.882157,NetBanking,Branch,2,fees too high,negative
R0005027,2025-09-10 03:59:00.882157,Insurance,Branch,2,bugs in app,negative
R0005028,2025-09-24 03:59:00.882157,Mortgage,Contact Center,5,super fast,positive
R0005029,2025-08-29 03:59:00.882157,Insurance,App,5,excellent service,positive
R0005030,2025-08-11 03:59:00.882157,Insurance,App,2,bugs in app,negative
R0005031,2025-09-13 03:59:00.882157,Savings,Contact Center,2,slow response,negative
R0005032,2025-10-15 03:59:00.882157,NetBanking,Contact Center,2,bugs in app,negative
R0005033,2025-08-27 03:59:00.882157,Credit Card,Cards,5,transparent charges,positive
R0005034,2025-07-03 03:59:00.882157,Insurance,Loans,4,nice experience,positive
R0005035,2025-05-16 03:59:00.882157,Mobile App,Branch,1,issue unresolved,negative
R0005036,2025-08-24 03:59:00.882157,Savings,Branch,1,app keeps crashing,negative
R0005037,2025-09-19 03:59:00.882157,Mobile App,Cards,4,nice experience,positive
R0005038,2025-06-03 03:59:00.882157,Savings,App,1,terrible service,negative
R0005039,2025-10-27 03:59:00.882157,Savings,Loans,4,good service,positive
R0005040,2025-08-20 03:59:00.882157,NetBanking,App,4,easy to use,positive
R0005041,2025-08-02 03:59:00.882157,Credit Card,Cards,1,long wait times,negative
R0005042,2025-10-08 03:59:00.882157,Mobile App,Cards,1,app keeps crashing,negative
R0005043,2025-10-07 03:59:00.882157,Insurance,Cards,1,app keeps crashing,negative
R0005044,2025-08-23 03:59:00.882157,Savings,Branch,3,average experience,neutral
R0005045,2025-05-31 03:59:00.882157,NetBanking,Branch,1,terrible service,negative
R0005046,2025-08-17 03:59:00.882157,Mobile App,App,5,problem solved quickly,positive
R0005047,2025-05-22 03:59:00.882157,Mobile App,Contact Center,5,super fast,positive
R0005048,2025-10-08 03:59:00.882157,Credit Card,Branch,3,works fine,neutral
R0005049,2025-07-01 03:59:00.882157,Mobile App,Loans,5,transparent charges,positive
R0005050,2025-09-08 03:59:00.882157,Insurance,Loans,1,app keeps crashing,negative
R0005051,2025-07-08 03:59:00.882157,Mobile App,Loans,3,works fine,neutral
R0005052,2025-07-31 03:59:00.882157,Credit Card,Cards,2,slow response,negative
R0005053,2025-11-09 03:59:00.882157,Savings,App,2,bugs in app,negative
R0005054,2025-09-28 03:59:00.882157,Mobile App,Cards,4,easy to use,positive
R0005055,2025-05-17 03:59:00.882157,Mobile App,Loans,1,app keeps crashing,negative
R0005056,2025-08-25 03:59:00.882157,Mortgage,Loans,4,easy to use,positive
R0005057,2025-08-06 03:59:00.882157,Insurance,Cards,2,confusing process,negative
R0005058,2025-10-18 03:59:00.882157,NetBanking,Loans,5,problem solved quickly,positive
R0005059,2025-08-23 03:59:00.882157,Insurance,Loans,3,neutral,neutral
R0005060,2025-09-18 03:59:00.882157,NetBanking,App,2,bugs in app,negative
R0005061,2025-09-07 03:59:00.882157,NetBanking,Loans,4,easy to use,positive
R0005062,2025-11-06 03:59:00.882157,Insurance,Cards,5,transparent charges,positive
R0005063,2025-06-14 03:59:00.882157,NetBanking,Cards,3,average experience,neutral
R0005064,2025-09-23 03:59:00.882157,Mobile App,Contact Center,5,problem solved quickly,positive
R0005065,2025-08-27 03:59:00.882157,Insurance,Loans,2,bugs in app,negative
R0005066,2025-08-07 03:59:00.882157,Insurance,Contact Center,5,love the app,positive
R0005067,2025-06-27 03:59:00.882157,Mortgage,Cards,5,love the app,positive
R0005068,2025-10-08 03:59:00.882157,Credit Card,Contact Center,4,easy to use,positive
R0005069,2025-08-18 03:59:00.882157,Credit Card,Loans,5,love the app,positive
R0005070,2025-08-27 03:59:00.882157,Savings,Branch,3,could be better,neutral
R0005071,2025-09-03 03:59:00.882157,NetBanking,App,2,slow response,negative
R0005072,2025-07-30 03:59:00.882157,NetBanking,Loans,1,long wait times,negative
R0005073,2025-06-25 03:59:00.882157,NetBanking,Contact Center,5,super fast,positive
R0005074,2025-08-17 03:59:00.882157,NetBanking,Contact Center,2,fees too high,negative
R0005075,2025-05-19 03:59:00.882157,Mortgage,Contact Center,5,excellent service,positive
R0005076,2025-07-28 03:59:00.882157,NetBanking,Cards,5,excellent service,positive
R0005077,2025-09-26 03:59:00.882157,NetBanking,Loans,4,helpful staff,positive
R0005078,2025-08-11 03:59:00.882157,Mobile App,Contact Center,2,confusing process,negative
R0005079,2025-08-09 03:59:00.882157,NetBanking,Branch,3,average experience,neutral
R0005080,2025-11-10 03:59:00.882157,NetBanking,Loans,1,issue unresolved,negative
R0005081,2025-06-19 03:59:00.882157,Savings,Cards,5,excellent service,positive
R0005082,2025-10-19 03:59:00.882157,Insurance,Loans,2,confusing process,negative
R0005083,2025-10-29 03:59:00.882157,Savings,Cards,2,poor support,negative
R0005084,2025-10-05 03:59:00.882157,Credit Card,Cards,5,super fast,positive
R0005085,2025-10-02 03:59:00.882157,Savings,App,1,long wait times,negative
R0005086,2025-10-09 03:59:00.882157,Savings,App,5,excellent service,positive
R0005087,2025-09-05 03:59:00.882157,NetBanking,Branch,1,long wait times,negative
R0005088,2025-09-01 03:59:00.882157,Mortgage,Contact Center,2,bugs in app,negative
R0005089,2025-05-30 03:59:00.882157,Insurance,Loans,5,transparent charges,positive
R0005090,2025-08-13 03:59:00.882157,Mobile App,Contact Center,2,bugs in app,negative
R0005091,2025-10-13 03:59:00.882157,NetBanking,Loans,5,excellent service,positive
R0005092,2025-09-06 03:59:00.882157,Mobile App,Branch,5,super fast,positive
R0005093,2025-10-04 03:59:00.882157,Mortgage,Branch,3,neutral,neutral
R0005094,2025-06-08 03:59:00.882157,NetBanking,Loans,4,nice experience,positive
R0005095,2025-10-01 03:59:00.882157,Mortgage,Cards,5,love the app,positive
R0005096,2025-05-19 03:59:00.882157,NetBanking,App,5,super fast,positive
R0005097,2025-08-16 03:59:00.882157,NetBanking,Loans,2,bugs in app,negative
R0005098,2025-08-12 03:59:00.882157,Mobile App,Cards,1,issue unresolved,negative
R0005099,2025-08-09 03:59:00.882157,NetBanking,Loans,2,poor support,negative
R0005100,2025-10-24 03:59:00.882157,Savings,Loans,4,good service,positive
R0005101,2025-06-08 03:59:00.882157,Insurance,Loans,5,love the app,positive
R0005102,2025-10-10 03:59:00.882157,Mobile App,Loans,2,bugs in app,negative
R0005103,2025-10-04 03:59:00.882157,Savings,Loans,1,issue unresolved,negative
R0005104,2025-05-31 03:59:00.882157,Savings,Cards,4,nice experience,positive
R0005105,2025-06-24 03:59:00.882157,Credit Card,Branch,4,good service,positive
R0005106,2025-06-20 03:59:00.882157,Mortgage,App,5,super fast,positive
R0005107,2025-06-29 03:59:00.882157,NetBanking,App,4,helpful staff,positive
R0005108,2025-09-28 03:59:00.882157,NetBanking,Cards,1,app keeps crashing,negative
R0005109,2025-10-08 03:59:00.882157,Mobile App,Cards,2,fees too high,negative
R0005110,2025-06-20 03:59:00.882157,Mobile App,Loans,4,helpful staff,positive
R0005111,2025-10-24 03:59:00.882157,NetBanking,Branch,3,average experience,neutral
R0005112,2025-09-23 03:59:00.882157,Insurance,Branch,2,bugs in app,negative
R0005113,2025-08-27 03:59:00.882157,NetBanking,Contact Center,1,hidden fees,negative
R0005114,2025-06-15 03:59:00.882157,NetBanking,Branch,1,app keeps crashing,negative
R0005115,2025-08-20 03:59:00.882157,Mobile App,Loans,5,transparent charges,positive
R0005116,2025-06-01 03:59:00.882157,Savings,Contact Center,4,easy to use,positive
R0005117,2025-10-12 03:59:00.882157,Savings,Cards,5,transparent charges,positive
R0005118,2025-10-25 03:59:00.882157,Insurance,Loans,4,helpful staff,positive
R0005119,2025-06-17 03:59:00.882157,Savings,Contact Center,2,fees too high,negative
R0005120,2025-10-09 03:59:00.882157,Savings,Loans,5,problem solved quickly,positive
R0005121,2025-10-21 03:59:00.882157,Mobile App,Cards,5,problem solved quickly,positive
R0005122,2025-07-13 03:59:00.882157,Mortgage,Contact Center,5,problem solved quickly,positive
R0005123,2025-05-18 03:59:00.882157,Mobile App,Loans,5,excellent service,positive
R0005124,2025-09-01 03:59:00.882157,Credit Card,App,3,average experience,neutral
R0005125,2025-06-15 03:59:00.882157,Insurance,Cards,3,okay service,neutral
R0005126,2025-07-04 03:59:00.882157,NetBanking,Contact Center,5,transparent charges,positive
R0005127,2025-05-23 03:59:00.882157,Savings,App,4,quick approval,positive
