tx_id,user_id,timestamp,amount,merchant_type,country,device,hour,is_international,label_fraud
T0005879,16256,2025-10-29 12:11:00.882157,3.78,restaurants,IN,mobile,10,0,0
T0005880,10228,2025-10-29 08:52:00.882157,3.67,travel,IN,mobile,18,0,0
T0005881,34746,2025-11-01 07:06:00.882157,4.48,fuel,GB,web,16,1,0
T0005882,26678,2025-10-16 18:54:00.882157,40.8,online_sub,IN,web,2,0,0
T0005883,47052,2025-11-07 20:59:00.882157,42.88,restaurants,IN,mobile,0,0,0
T0005884,33185,2025-11-07 16:46:00.882157,20.34,online_sub,JP,web,15,1,0
T0005885,43686,2025-10-27 10:58:00.882157,165.21,grocery,JP,mobile,11,1,0
T0005886,21445,2025-11-02 13:33:00.882157,76.43,electronics,DE,mobile,13,1,0
T0005887,43266,2025-10-13 02:19:00.882157,5.06,fuel,IN,pos,17,0,0
T0005888,12809,2025-11-03 06:55:00.882157,22.63,restaurants,JP,mobile,2,1,0
T0005889,47729,2025-11-09 23:13:00.882157,10.11,restaurants,AE,mobile,23,1,0
T0005890,46547,2025-11-09 18:29:00.882157,41.88,grocery,IN,atm,7,0,0
T0005891,44886,2025-10-31 16:29:00.882157,26.26,restaurants,US,mobile,17,1,0
T0005892,16391,2025-10-28 10:14:00.882157,10.73,online_sub,IN,mobile,15,0,0
T0005893,10145,2025-10-20 00:58:00.882157,160.64,restaurants,GB,atm,14,1,0
T0005894,23929,2025-10-21 04:14:00.882157,28.8,atm_withdrawal,AE,mobile,21,1,0
T0005895,34326,2025-10-26 09:07:00.882157,17.52,restaurants,AE,web,1,1,0
T0005896,39991,2025-10-17 16:23:00.882157,20.78,online_sub,IN,mobile,15,0,1
T0005897,47333,2025-11-03 13:28:00.882157,148.35,online_sub,US,mobile,22,1,0
T0005898,26576,2025-10-15 06:05:00.882157,70.59,travel,IN,web,9,0,1
T0005899,49405,2025-11-03 19:05:00.882157,22.86,travel,DE,mobile,10,1,0
T0005900,38464,2025-10-19 21:38:00.882157,9.57,online_sub,GB,pos,18,1,0
T0005901,18243,2025-10-16 00:49:00.882157,11.27,luxury,IN,atm,23,0,0
T0005902,41601,2025-10-14 21:00:00.882157,16.34,electronics,IN,mobile,18,0,0
T0005903,12410,2025-10-18 17:54:00.882157,46.18,travel,US,pos,9,1,0
T0005904,11820,2025-10-13 02:03:00.882157,60.0,fuel,IN,mobile,21,0,0
T0005905,45289,2025-10-20 06:12:00.882157,12.66,travel,AE,mobile,16,1,1
T0005906,48650,2025-10-16 16:04:00.882157,62.85,fuel,IN,atm,23,0,0
T0005907,44635,2025-11-05 03:26:00.882157,10.44,travel,US,web,22,1,0
T0005908,17465,2025-10-14 16:26:00.882157,14.26,online_sub,IN,mobile,0,0,0
T0005909,42439,2025-10-14 17:33:00.882157,5.92,restaurants,IN,web,6,0,0
T0005910,37314,2025-10-16 15:44:00.882157,5.74,fuel,DE,mobile,15,1,0
T0005911,29583,2025-11-03 00:34:00.882157,10.33,atm_withdrawal,US,mobile,10,1,0
T0005912,37155,2025-10-31 02:47:00.882157,26.39,restaurants,IN,web,20,0,0
T0005913,48871,2025-11-03 05:36:00.882157,9.55,restaurants,DE,pos,17,1,0
T0005914,22197,2025-10-17 16:13:00.882157,130.71,electronics,IN,mobile,0,0,0
T0005915,39511,2025-11-07 05:17:00.882157,10.18,travel,GB,mobile,1,1,0
T0005916,25424,2025-11-10 09:06:00.882157,32.89,travel,IN,mobile,21,0,0
T0005917,10240,2025-10-19 08:32:00.882157,108.45,online_sub,IN,mobile,1,0,0
T0005918,14631,2025-10-14 01:47:00.882157,29.88,fuel,IN,atm,5,0,0
T0005919,19599,2025-10-15 23:50:00.882157,18.5,luxury,IN,atm,23,0,0
T0005920,34658,2025-10-15 05:19:00.882157,31.64,online_sub,SG,web,7,1,1
T0005921,47845,2025-10-25 17:43:00.882157,15.03,restaurants,JP,web,21,1,0
T0005922,42574,2025-10-17 22:42:00.882157,9.48,fuel,IN,pos,20,0,0
T0005923,46536,2025-10-26 12:25:00.882157,51.59,travel,IN,mobile,19,0,0
T0005924,17995,2025-11-06 19:31:00.882157,14.7,travel,JP,mobile,13,1,0
T0005925,35186,2025-10-15 11:40:00.882157,72.5,travel,IN,mobile,21,0,0
T0005926,39245,2025-11-01 06:05:00.882157,62.56,travel,IN,pos,20,0,0
T0005927,32813,2025-10-15 14:24:00.882157,32.29,atm_withdrawal,IN,mobile,19,0,0
T0005928,23276,2025-11-02 18:17:00.882157,75.15,grocery,IN,web,21,0,0
T0005929,29989,2025-10-21 22:55:00.882157,15.31,travel,IN,mobile,7,0,0
T0005930,22746,2025-10-30 14:37:00.882157,61.74,travel,US,web,16,1,0
T0005931,28557,2025-10-28 00:58:00.882157,61.41,luxury,IN,pos,4,0,0
T0005932,38060,2025-10-20 12:32:00.882157,19.76,luxury,JP,mobile,2,1,0
T0005933,16568,2025-11-07 22:26:00.882157,17.27,fuel,IN,web,23,0,0
T0005934,45369,2025-10-15 06:23:00.882157,38.3,restaurants,US,mobile,23,1,0
T0005935,29041,2025-10-25 21:49:00.882157,214.15,travel,IN,pos,17,0,0
T0005936,16080,2025-10-20 21:46:00.882157,21.25,travel,AE,mobile,9,1,0
T0005937,23854,2025-10-28 08:28:00.882157,16.89,atm_withdrawal,IN,mobile,3,0,1
T0005938,12159,2025-10-25 08:51:00.882157,93.44,fuel,IN,mobile,9,0,1
T0005939,37025,2025-10-13 18:21:00.882157,29.12,restaurants,SG,mobile,17,1,0
T0005940,14368,2025-11-05 04:16:00.882157,67.31,travel,IN,pos,12,0,0
T0005941,44085,2025-11-04 08:15:00.882157,127.53,atm_withdrawal,US,atm,21,1,1
T0005942,37094,2025-10-18 20:21:00.882157,3.66,travel,DE,mobile,16,1,0
T0005943,11230,2025-11-06 19:18:00.882157,26.06,online_sub,IN,mobile,13,0,1
T0005944,27517,2025-11-03 02:49:00.882157,21.3,grocery,IN,web,18,0,0
T0005945,33991,2025-10-13 20:00:00.882157,9.87,fuel,IN,mobile,17,0,0
T0005946,11301,2025-10-25 03:13:00.882157,3.62,online_sub,SG,mobile,22,1,0
T0005947,38610,2025-10-24 01:04:00.882157,5.1,luxury,IN,mobile,7,0,0
T0005948,25927,2025-11-02 01:17:00.882157,30.25,restaurants,GB,pos,17,1,0
T0005949,44678,2025-10-21 05:16:00.882157,15.48,electronics,AE,pos,15,1,0
T0005950,34466,2025-11-08 21:02:00.882157,11.68,electronics,IN,pos,10,0,0
T0005951,24904,2025-11-06 00:33:00.882157,29.94,luxury,AE,mobile,16,1,0
T0005952,36081,2025-11-05 08:34:00.882157,13.11,grocery,IN,pos,17,0,0
T0005953,34354,2025-10-20 00:07:00.882157,105.08,restaurants,IN,web,18,0,0
T0005954,37761,2025-10-31 05:28:00.882157,14.13,restaurants,GB,mobile,17,1,0
T0005955,28300,2025-10-24 00:38:00.882157,131.71,atm_withdrawal,IN,pos,13,0,0
T0005956,39491,2025-10-14 08:42:00.882157,26.27,electronics,IN,atm,16,0,0
T0005957,45525,2025-10-17 15:07:00.882157,13.67,grocery,US,pos,7,1,0
T0005958,36532,2025-10-20 18:46:00.882157,12.67,electronics,US,pos,14,1,1
T0005959,16464,2025-10-13 07:18:00.882157,132.88,electronics,IN,web,16,0,0
T0005960,26562,2025-10-18 15:28:00.882157,56.3,restaurants,SG,web,20,1,1
T0005961,18683,2025-10-21 22:45:00.882157,12.21,atm_withdrawal,IN,pos,10,0,0
T0005962,42634,2025-11-04 20:15:00.882157,30.72,online_sub,JP,web,5,1,0
T0005963,10060,2025-11-08 20:04:00.882157,2.28,restaurants,AE,mobile,22,1,0
T0005964,19269,2025-10-23 13:50:00.882157,6.7,electronics,IN,pos,18,0,0
T0005965,33065,2025-10-17 10:04:00.882157,12.33,restaurants,IN,pos,15,0,0
T0005966,12895,2025-11-05 01:58:00.882157,12.02,luxury,US,mobile,11,1,0
T0005967,25323,2025-10-23 04:55:00.882157,96.9,grocery,JP,pos,14,1,1
T0005968,22352,2025-10-19 15:01:00.882157,3.63,travel,IN,mobile,10,0,0
T0005969,48591,2025-10-19 14:38:00.882157,6.05,restaurants,IN,atm,6,0,0
T0005970,40890,2025-10-14 19:14:00.882157,43.6,restaurants,IN,web,23,0,0
T0005971,42016,2025-11-05 01:37:00.882157,34.53,travel,IN,web,9,0,0
T0005972,21962,2025-10-17 10:55:00.882157,18.78,travel,GB,pos,18,1,1
T0005973,43302,2025-10-31 10:47:00.882157,233.95,grocery,IN,pos,4,0,0
T0005974,29846,2025-10-19 16:36:00.882157,51.85,atm_withdrawal,US,pos,16,1,0
T0005975,14011,2025-10-17 12:47:00.882157,97.9,grocery,JP,pos,23,1,0
T0005976,29782,2025-11-08 00:01:00.882157,25.7,travel,DE,mobile,18,1,0
T0005977,12155,2025-10-22 18:52:00.882157,15.32,luxury,IN,mobile,3,0,0
T0005978,49725,2025-10-20 01:15:00.882157,15.51,electronics,AE,pos,0,1,0
T0005979,19196,2025-10-21 16:10:00.882157,71.81,travel,JP,atm,13,1,0
T0005980,31709,2025-11-09 11:05:00.882157,61.03,fuel,IN,mobile,16,0,0
T0005981,23327,2025-10-18 06:42:00.882157,21.55,restaurants,IN,mobile,13,0,0
T0005982,45474,2025-10-19 20:31:00.882157,44.49,grocery,JP,mobile,5,1,0
T0005983,42769,2025-10-25 10:59:00.882157,74.5,fuel,IN,mobile,21,0,0
T0005984,34700,2025-10-28 21:07:00.882157,15.0,fuel,DE,pos,4,1,0
T0005985,24820,2025-10-12 08:58:00.882157,18.91,grocery,IN,mobile,2,0,0
T0005986,20891,2025-10-18 13:35:00.882157,43.34,atm_withdrawal,IN,mobile,21,0,0
T0005987,44629,2025-10-20 05:09:00.882157,4.15,restaurants,IN,pos,23,0,0
T0005988,15269,2025-10-23 19:35:00.882157,44.21,travel,IN,mobile,14,0,0
T0005989,18320,2025-10-17 06:15:00.882157,8.32,luxury,IN,pos,6,0,0
T0005990,20740,2025-11-10 12:38:00.882157,72.87,online_sub,IN,mobile,10,0,0
T0005991,45897,2025-10-20 07:48:00.882157,258.57,atm_withdrawal,IN,web,9,0,0
T0005992,40930,2025-10-30 10:19:00.882157,13.04,atm_withdrawal,IN,mobile,13,0,0
T0005993,27285,2025-10-28 01:04:00.882157,6.57,fuel,IN,mobile,2,0,0
T0005994,24380,2025-10-22 20:42:00.882157,22.45,travel,SG,mobile,13,1,0
T0005995,21360,2025-10-29 01:11:00.882157,20.52,online_sub,IN,pos,16,0,0
T0005996,15398,2025-10-14 16:49:00.882157,54.26,restaurants,SG,web,3,1,0
T0005997,15529,2025-10-21 17:52:00.882157,34.67,fuel,SG,mobile,5,1,0
T0005998,39062,2025-11-03 11:22:00.882157,19.86,travel,IN,pos,19,0,0
T0005999,46686,2025-10-19 13:51:00.882157,29.82,fuel,IN,mobile,4,0,0
T0006000,27451,2025-11-07 10:23:00.882157,8.35,atm_withdrawal,JP,atm,9,1,0
T0006001,16937,2025-11-05 09:02:00.882157,64.76,travel,AE,mobile,6,1,1
T0006002,49886,2025-10-28 05:57:00.882157,148.24,atm_withdrawal,IN,web,14,0,0
T0006003,20860,2025-10-17 06:29:00.882157,7.71,restaurants,GB,mobile,20,1,0
T0006004,35142,2025-10-17 13:40:00.882157,5.16,luxury,IN,web,20,0,0
T0006005,35279,2025-10-14 14:28:00.882157,17.78,restaurants,IN,web,17,0,0
T0006006,48106,2025-10-21 20:16:00.882157,7.52,electronics,IN,mobile,0,0,0
T0006007,45908,2025-10-14 10:34:00.882157,7.1,electronics,IN,mobile,3,0,0
T0006008,24201,2025-10-17 11:02:00.882157,6.22,restaurants,DE,pos,10,1,1
T0006009,47711,2025-11-02 17:38:00.882157,22.13,grocery,JP,pos,9,1,0
T0006010,18997,2025-10-29 21:38:00.882157,17.6,online_sub,US,web,12,1,1
T0006011,30175,2025-10-13 07:05:00.882157,40.12,restaurants,IN,web,23,0,0
T0006012,13225,2025-10-24 11:20:00.882157,15.01,restaurants,IN,web,18,0,0
T0006013,45228,2025-10-13 00:38:00.882157,7.56,fuel,IN,mobile,21,0,0
T0006014,33110,2025-10-20 23:34:00.882157,26.64,fuel,IN,atm,9,0,0
T0006015,20754,2025-10-12 04:50:00.882157,8.92,travel,IN,mobile,17,0,0
T0006016,36655,2025-10-27 16:07:00.882157,46.42,online_sub,US,web,8,1,0
T0006017,13114,2025-10-29 07:25:00.882157,4.71,atm_withdrawal,IN,web,8,0,0
T0006018,36502,2025-11-08 18:54:00.882157,2.79,fuel,DE,web,19,1,0
T0006019,30028,2025-11-03 01:14:00.882157,5.0,online_sub,DE,pos,11,1,0
T0006020,27587,2025-11-03 12:03:00.882157,17.47,restaurants,US,mobile,23,1,0
T0006021,45333,2025-11-04 05:52:00.882157,20.06,online_sub,US,web,13,1,0
T0006022,13174,2025-10-22 19:11:00.882157,31.31,electronics,IN,web,1,0,0
T0006023,45398,2025-11-05 22:48:00.882157,14.99,atm_withdrawal,IN,mobile,9,0,0
T0006024,45929,2025-11-08 05:58:00.882157,11.15,fuel,JP,mobile,17,1,0
T0006025,14321,2025-10-23 20:52:00.882157,122.11,fuel,GB,pos,5,1,1
T0006026,40435,2025-10-12 22:14:00.882157,92.51,grocery,IN,mobile,1,0,0
T0006027,17099,2025-10-20 15:38:00.882157,76.36,online_sub,US,web,16,1,0
T0006028,33760,2025-11-04 22:38:00.882157,37.5,travel,DE,web,17,1,0
T0006029,21360,2025-10-13 02:38:00.882157,40.77,atm_withdrawal,IN,web,17,0,0
T0006030,20313,2025-10-17 17:45:00.882157,11.64,electronics,IN,pos,20,0,0
T0006031,30462,2025-11-08 20:01:00.882157,31.55,restaurants,DE,mobile,13,1,0
T0006032,15801,2025-11-07 20:08:00.882157,10.11,grocery,IN,web,21,0,0
T0006033,24130,2025-11-06 10:16:00.882157,8.97,electronics,IN,mobile,10,0,0
T0006034,24271,2025-11-04 07:32:00.882157,4.96,travel,IN,mobile,18,0,0
T0006035,26075,2025-10-31 16:23:00.882157,41.53,grocery,JP,pos,15,1,0
T0006036,46919,2025-10-23 21:03:00.882157,32.2,electronics,SG,mobile,7,1,0
T0006037,28984,2025-10-21 01:27:00.882157,19.73,travel,IN,mobile,17,0,0
T0006038,32559,2025-10-30 12:49:00.882157,17.19,luxury,IN,web,2,0,0
T0006039,22861,2025-11-03 13:55:00.882157,3.97,grocery,IN,mobile,3,0,0
T0006040,43434,2025-11-08 07:19:00.882157,35.49,travel,IN,web,20,0,0
T0006041,26667,2025-10-27 03:10:00.882157,19.47,grocery,IN,pos,4,0,0
T0006042,15840,2025-10-18 22:42:00.882157,69.46,fuel,IN,mobile,21,0,0
T0006043,13565,2025-11-09 04:46:00.882157,31.61,fuel,IN,mobile,3,0,0
T0006044,30977,2025-11-10 00:09:00.882157,56.89,electronics,DE,mobile,6,1,1
T0006045,31118,2025-10-23 23:29:00.882157,26.91,atm_withdrawal,IN,mobile,23,0,0
T0006046,32641,2025-11-07 08:11:00.882157,32.81,online_sub,IN,mobile,19,0,0
T0006047,17366,2025-10-17 01:36:00.882157,72.07,luxury,IN,pos,5,0,0
T0006048,36636,2025-11-08 01:16:00.882157,22.15,restaurants,GB,pos,23,1,0
T0006049,25630,2025-10-13 23:31:00.882157,44.5,online_sub,IN,mobile,16,0,0
T0006050,30056,2025-11-01 22:21:00.882157,17.02,restaurants,IN,pos,13,0,0
T0006051,17382,2025-10-21 02:46:00.882157,23.63,restaurants,AE,mobile,4,1,0
T0006052,26149,2025-11-10 14:46:00.882157,144.49,restaurants,DE,web,14,1,0
T0006053,10992,2025-11-01 13:16:00.882157,53.12,travel,GB,mobile,22,1,0
T0006054,16858,2025-10-17 02:56:00.882157,15.36,grocery,IN,mobile,9,0,0
T0006055,12121,2025-11-06 11:10:00.882157,42.27,fuel,IN,pos,1,0,0
T0006056,37160,2025-10-28 07:39:00.882157,7.07,online_sub,AE,mobile,11,1,0
T0006057,30906,2025-10-26 13:35:00.882157,21.49,atm_withdrawal,IN,web,10,0,0
T0006058,29572,2025-11-10 11:35:00.882157,9.96,restaurants,IN,mobile,6,0,0
T0006059,14136,2025-10-19 19:03:00.882157,43.58,fuel,DE,mobile,6,1,0
T0006060,26727,2025-10-17 12:11:00.882157,22.23,restaurants,SG,web,18,1,0
T0006061,42167,2025-10-16 19:57:00.882157,36.51,luxury,SG,pos,6,1,0
T0006062,25479,2025-11-04 11:39:00.882157,61.12,travel,JP,mobile,13,1,0
T0006063,41376,2025-10-24 13:11:00.882157,16.72,atm_withdrawal,US,mobile,11,1,0
T0006064,14823,2025-11-01 13:48:00.882157,17.36,luxury,AE,web,9,1,0
T0006065,14920,2025-10-26 23:29:00.882157,26.08,luxury,IN,web,4,0,0
T0006066,29585,2025-11-04 10:16:00.882157,10.98,travel,DE,web,22,1,1
T0006067,48239,2025-10-13 05:07:00.882157,26.8,grocery,IN,web,6,0,0
T0006068,27272,2025-10-30 20:29:00.882157,28.32,atm_withdrawal,US,atm,5,1,0
T0006069,36619,2025-11-07 13:37:00.882157,34.48,luxury,IN,mobile,19,0,0
T0006070,19533,2025-10-21 19:57:00.882157,42.12,online_sub,IN,web,23,0,0
T0006071,49895,2025-11-05 18:37:00.882157,5.04,restaurants,US,web,1,1,0
T0006072,13720,2025-11-01 20:11:00.882157,7.03,travel,IN,web,12,0,0
T0006073,29267,2025-11-03 00:33:00.882157,7.96,travel,US,mobile,15,1,0
T0006074,25696,2025-11-05 15:18:00.882157,29.88,restaurants,US,web,7,1,0
T0006075,39968,2025-11-07 00:09:00.882157,20.11,fuel,IN,web,12,0,0
T0006076,33345,2025-11-04 10:53:00.882157,2.51,electronics,IN,web,13,0,0
T0006077,35693,2025-10-30 10:31:00.882157,209.43,atm_withdrawal,IN,mobile,4,0,0
T0006078,29385,2025-10-22 17:35:00.882157,3.36,luxury,SG,web,22,1,1
T0006079,28122,2025-10-24 16:18:00.882157,27.99,online_sub,IN,pos,2,0,0
T0006080,11364,2025-10-24 21:34:00.882157,48.99,grocery,IN,pos,13,0,0
T0006081,12708,2025-10-16 09:43:00.882157,12.73,luxury,IN,pos,22,0,0
T0006082,22982,2025-10-20 09:09:00.882157,53.09,restaurants,JP,web,22,1,0
T0006083,27308,2025-11-08 16:57:00.882157,9.41,grocery,US,mobile,12,1,0
T0006084,42919,2025-10-24 02:31:00.882157,32.45,fuel,IN,mobile,16,0,1
T0006085,35161,2025-10-14 23:39:00.882157,2.75,luxury,JP,mobile,8,1,0
T0006086,45089,2025-10-16 15:25:00.882157,92.93,grocery,SG,pos,6,1,0
T0006087,23865,2025-10-21 13:23:00.882157,27.14,luxury,AE,mobile,17,1,1
T0006088,10495,2025-10-23 11:26:00.882157,5.08,travel,IN,pos,20,0,0
T0006089,12148,2025-11-03 02:02:00.882157,52.47,luxury,AE,pos,10,1,0
T0006090,43324,2025-10-13 17:23:00.882157,150.47,online_sub,IN,pos,15,0,0
T0006091,23393,2025-10-21 09:44:00.882157,10.25,luxury,AE,pos,17,1,0
T0006092,11552,2025-11-01 19:55:00.882157,21.74,grocery,JP,web,6,1,0
T0006093,45853,2025-10-29 03:26:00.882157,15.79,online_sub,JP,web,3,1,0
T0006094,42924,2025-11-05 14:02:00.882157,12.08,grocery,IN,mobile,18,0,0
T0006095,18926,2025-11-09 05:30:00.882157,10.81,atm_withdrawal,SG,mobile,21,1,0
T0006096,40851,2025-10-17 18:08:00.882157,13.75,restaurants,IN,mobile,23,0,0
T0006097,33889,2025-10-24 23:25:00.882157,14.56,restaurants,IN,mobile,23,0,0
T0006098,49930,2025-10-28 04:40:00.882157,18.65,electronics,IN,atm,23,0,0
T0006099,18055,2025-10-13 02:47:00.882157,17.28,electronics,US,mobile,20,1,0
T0006100,14654,2025-10-21 22:50:00.882157,60.29,online_sub,IN,web,10,0,0
T0006101,32634,2025-10-29 01:00:00.882157,54.9,restaurants,IN,mobile,12,0,0
T0006102,42363,2025-10-24 01:03:00.882157,5.42,electronics,IN,atm,5,0,0
T0006103,21468,2025-10-21 21:06:00.882157,14.54,electronics,US,mobile,12,1,1
T0006104,42922,2025-10-24 23:29:00.882157,100.79,travel,SG,mobile,1,1,1
T0006105,27380,2025-10-17 01:42:00.882157,36.92,grocery,AE,mobile,21,1,0
T0006106,36870,2025-10-19 09:01:00.882157,38.52,electronics,IN,pos,13,0,0
T0006107,47394,2025-11-04 07:07:00.882157,34.85,online_sub,DE,mobile,12,1,0
T0006108,24259,2025-10-13 00:56:00.882157,20.6,travel,US,pos,4,1,0
T0006109,24873,2025-10-23 18:11:00.882157,25.97,restaurants,SG,web,2,1,0
T0006110,23016,2025-10-14 08:02:00.882157,17.74,electronics,US,mobile,23,1,0
T0006111,10153,2025-10-19 07:55:00.882157,66.59,luxury,DE,mobile,3,1,0
T0006112,17853,2025-10-12 16:28:00.882157,17.91,restaurants,SG,pos,13,1,0
T0006113,22379,2025-10-12 06:33:00.882157,24.08,online_sub,IN,mobile,17,0,0
T0006114,25792,2025-11-03 19:32:00.882157,58.68,grocery,IN,pos,10,0,0
T0006115,48367,2025-10-30 02:31:00.882157,19.22,atm_withdrawal,GB,mobile,18,1,0
T0006116,28100,2025-10-28 12:58:00.882157,25.17,restaurants,US,web,1,1,1
T0006117,21049,2025-10-24 13:18:00.882157,18.61,luxury,US,web,1,1,0
T0006118,10786,2025-10-14 01:13:00.882157,24.69,restaurants,IN,web,2,0,0
T0006119,14368,2025-11-10 02:32:00.882157,19.29,electronics,IN,mobile,22,0,0
T0006120,40699,2025-11-07 09:17:00.882157,15.45,online_sub,US,pos,15,1,0
T0006121,47040,2025-11-09 21:27:00.882157,12.89,luxury,SG,pos,0,1,0
T0006122,37454,2025-10-20 19:25:00.882157,22.62,atm_withdrawal,AE,web,9,1,0
T0006123,48762,2025-10-18 12:58:00.882157,78.98,online_sub,IN,web,5,0,0
T0006124,33600,2025-10-20 11:49:00.882157,52.19,fuel,IN,web,16,0,1
T0006125,39238,2025-10-17 21:23:00.882157,5.16,restaurants,IN,atm,18,0,0
T0006126,35241,2025-10-22 02:42:00.882157,17.28,luxury,IN,pos,11,0,0
T0006127,29810,2025-11-10 08:13:00.882157,13.87,online_sub,IN,mobile,19,0,1
T0006128,30167,2025-10-12 17:11:00.882157,5.26,luxury,SG,mobile,15,1,0
T0006129,31811,2025-10-22 03:54:00.882157,36.2,fuel,JP,atm,23,1,0
T0006130,49779,2025-10-23 06:32:00.882157,24.51,grocery,IN,mobile,1,0,0
T0006131,30085,2025-11-05 20:24:00.882157,226.8,atm_withdrawal,US,atm,14,1,1
T0006132,19261,2025-11-01 12:43:00.882157,19.09,grocery,GB,web,22,1,0
T0006133,28733,2025-10-24 01:37:00.882157,12.0,restaurants,DE,mobile,18,1,0
T0006134,49779,2025-11-01 03:44:00.882157,10.84,travel,JP,mobile,0,1,1
T0006135,39079,2025-10-31 10:27:00.882157,16.87,luxury,IN,mobile,5,0,0
T0006136,43980,2025-10-23 07:46:00.882157,50.39,fuel,IN,pos,17,0,0
T0006137,24141,2025-10-22 18:27:00.882157,56.83,atm_withdrawal,IN,mobile,18,0,0
T0006138,19344,2025-10-15 13:33:00.882157,585.5,online_sub,US,mobile,21,1,0
T0006139,49472,2025-10-24 14:30:00.882157,7.64,travel,GB,pos,2,1,0
T0006140,25896,2025-11-02 21:48:00.882157,29.68,luxury,IN,mobile,4,0,0
T0006141,33817,2025-11-09 14:39:00.882157,13.22,travel,SG,web,2,1,0
T0006142,39813,2025-10-14 19:55:00.882157,39.17,atm_withdrawal,IN,web,6,0,0
T0006143,28895,2025-11-10 03:25:00.882157,115.85,luxury,DE,mobile,6,1,0
T0006144,10143,2025-11-03 02:17:00.882157,67.04,restaurants,IN,mobile,0,0,0
T0006145,20681,2025-10-18 16:48:00.882157,7.63,restaurants,IN,mobile,21,0,0
T0006146,17367,2025-10-15 20:46:00.882157,55.64,grocery,IN,mobile,12,0,0
T0006147,13228,2025-10-30 12:18:00.882157,2.95,online_sub,IN,mobile,12,0,0
T0006148,14582,2025-10-15 00:34:00.882157,2.23,fuel,AE,web,14,1,0
T0006149,23147,2025-11-01 21:41:00.882157,20.87,restaurants,IN,web,18,0,0
T0006150,21397,2025-11-08 09:06:00.882157,51.48,grocery,AE,web,6,1,1
T0006151,48799,2025-10-27 13:42:00.882157,39.08,travel,IN,mobile,16,0,0
T0006152,47011,2025-10-31 22:19:00.882157,200.55,electronics,IN,mobile,9,0,0
T0006153,23647,2025-10-25 06:16:00.882157,30.41,restaurants,SG,mobile,18,1,0
T0006154,37718,2025-10-27 17:39:00.882157,24.24,travel,DE,mobile,17,1,0
T0006155,29097,2025-11-06 09:32:00.882157,91.19,atm_withdrawal,IN,pos,7,0,0
T0006156,46953,2025-10-20 02:38:00.882157,18.3,electronics,DE,mobile,7,1,0
T0006157,27107,2025-11-04 07:41:00.882157,40.78,luxury,US,mobile,8,1,0
T0006158,13010,2025-10-18 18:05:00.882157,43.44,grocery,IN,web,12,0,1
T0006159,15555,2025-10-23 18:24:00.882157,9.77,luxury,SG,web,12,1,0
T0006160,10067,2025-11-10 17:37:00.882157,40.72,fuel,IN,atm,1,0,0
T0006161,38412,2025-11-03 23:12:00.882157,268.88,online_sub,IN,mobile,6,0,0
T0006162,44305,2025-11-09 22:39:00.882157,89.43,restaurants,US,mobile,6,1,0
T0006163,21549,2025-10-26 10:06:00.882157,11.23,electronics,IN,mobile,19,0,0
T0006164,15680,2025-10-28 17:15:00.882157,315.95,restaurants,IN,mobile,21,0,0
T0006165,35739,2025-11-02 00:24:00.882157,55.91,online_sub,IN,web,0,0,0
T0006166,31209,2025-10-18 13:37:00.882157,42.33,luxury,AE,pos,13,1,0
T0006167,32432,2025-10-16 21:49:00.882157,24.48,grocery,GB,web,5,1,0
T0006168,25116,2025-10-25 16:57:00.882157,55.53,grocery,IN,mobile,12,0,0
T0006169,30045,2025-10-23 19:08:00.882157,30.49,luxury,JP,mobile,0,1,0
T0006170,36327,2025-10-15 08:57:00.882157,27.68,luxury,IN,pos,20,0,0
T0006171,45709,2025-11-07 18:32:00.882157,23.58,grocery,GB,web,19,1,0
T0006172,36905,2025-11-08 05:10:00.882157,75.37,fuel,JP,pos,21,1,0
T0006173,17067,2025-10-23 12:31:00.882157,67.09,electronics,SG,web,20,1,0
T0006174,42559,2025-10-15 04:00:00.882157,23.18,online_sub,IN,atm,20,0,0
T0006175,27985,2025-11-03 16:56:00.882157,5.5,travel,GB,pos,2,1,0
T0006176,37369,2025-10-17 14:18:00.882157,28.16,restaurants,IN,mobile,14,0,0
T0006177,27864,2025-10-12 14:05:00.882157,12.76,luxury,US,pos,17,1,0
T0006178,32614,2025-10-16 02:23:00.882157,16.49,luxury,IN,mobile,22,0,0
T0006179,25613,2025-10-27 23:20:00.882157,23.78,restaurants,IN,mobile,9,0,0
T0006180,16447,2025-10-31 01:26:00.882157,8.91,grocery,IN,mobile,14,0,0
T0006181,15499,2025-10-13 19:43:00.882157,5.0,online_sub,IN,mobile,7,0,0
T0006182,49041,2025-11-03 18:47:00.882157,36.84,online_sub,US,mobile,4,1,0
T0006183,41315,2025-10-30 17:15:00.882157,27.89,fuel,JP,mobile,8,1,0
T0006184,11299,2025-11-07 02:19:00.882157,26.79,electronics,IN,web,0,0,0
T0006185,49469,2025-10-23 12:53:00.882157,46.35,fuel,IN,atm,18,0,0
T0006186,14994,2025-10-22 13:15:00.882157,13.56,atm_withdrawal,IN,web,7,0,0
T0006187,39878,2025-10-20 19:01:00.882157,38.44,fuel,US,mobile,4,1,0
T0006188,25627,2025-11-06 01:03:00.882157,110.42,atm_withdrawal,IN,mobile,17,0,0
T0006189,17489,2025-10-17 01:07:00.882157,20.75,online_sub,IN,mobile,8,0,0
T0006190,36111,2025-10-16 22:25:00.882157,199.21,electronics,IN,web,0,0,0
